"Species"	"SumOfkm2"
"Rhinotropis nitida"	38388.38
"Rhinotropis nudata"	25748.78
"Rhinotropis rimulicola"	42430.21
"Rhinotropis rusbyi"	128194.60
"Rhinotropis subspinosa"	589517.50
"Rhipsalis baccifera"	8526.83
"Rhizophora mangle"	61585.49
"Rhodiola integrifolia"	1040132.31
"Rhodiola rhodantha"	563872.42
"Rhodiola rosea"	41111.46
"Rhododendron alabamense"	144681.62
"Rhododendron albiflorum"	306800.44
"Rhododendron arborescens"	296982.15
"Rhododendron atlanticum"	181278.46
"Rhododendron austrinum"	88534.33
"Rhododendron calendulaceum"	235483.67
"Rhododendron canadense"	215404.97
"Rhododendron canescens"	815942.39
"Rhododendron carolinianum"	20835.29
"Rhododendron catawbiense"	168445.86
"Rhododendron chapmanii"	9854.00
"Rhododendron colemanii"	8984.00
"Rhododendron columbianum"	905741.03
"Rhododendron cumberlandense"	90252.24
"Rhododendron eastmanii"	29851.61
"Rhododendron flammeum"	60798.89
"Rhododendron groenlandicum"	657193.09
"Rhododendron lapponicum"	27183.69
"Rhododendron macrophyllum"	197236.94
"Rhododendron maximum"	557389.28
"Rhododendron minus"	158867.01
"Rhododendron occidentale"	239755.00
"Rhododendron periclymenoides"	875560.86
"Rhododendron prinophyllum"	493094.61
"Rhododendron prunifolium"	16803.62
"Rhododendron vaseyi"	11947.70
"Rhododendron viscosum"	994071.35
"Rhododon angulatus"	2702.73
"Rhododon ciliatus"	44239.70
"Rhus aromatica"	4715544.15
"Rhus copallinum"	2364266.94
"Rhus glabra"	4059838.84
"Rhus integrifolia"	139145.93
"Rhus kearneyi"	14301.70
"Rhus lanceolata"	241238.31
"Rhus michauxii"	42347.91
"Rhus microphylla"	482474.34
"Rhus ovata"	289184.91
"Rhus typhina"	1230804.79
"Rhus virens"	305938.30
"Rhynchosia americana"	145575.28
"Rhynchosia cinerea"	90334.04
"Rhynchosia cytisoides"	57573.88
"Rhynchosia difformis"	395745.20
"Rhynchosia edulis"	23363.26
"Rhynchosia latifolia"	442673.29
"Rhynchosia michauxii"	80558.24
"Rhynchosia minima"	390560.64
"Rhynchosia parvifolia"	7629.71
"Rhynchosia precatoria"	3172.05
"Rhynchosia reniformis"	455950.56
"Rhynchosia senna"	611502.37
"Rhynchosia swartzii"	7629.71
"Rhynchosia tomentosa"	766181.24
"Rhynchosida physocalyx"	627335.35
"Rhynchospora alba"	976613.94
"Rhynchospora baldwinii"	223632.58
"Rhynchospora brachychaeta"	14772.99
"Rhynchospora caduca"	746233.70
"Rhynchospora californica"	11740.76
"Rhynchospora capillacea"	480811.33
"Rhynchospora capitellata"	1175252.65
"Rhynchospora careyana"	106936.30
"Rhynchospora cephalantha"	435881.01
"Rhynchospora chalarocephala"	439172.59
"Rhynchospora chapmanii"	283263.67
"Rhynchospora ciliaris"	291630.29
"Rhynchospora colorata"	552519.12
"Rhynchospora compressa"	113096.86
"Rhynchospora corniculata"	1210817.85
"Rhynchospora crinipes"	47764.43
"Rhynchospora curtissii"	40022.49
"Rhynchospora debilis"	236780.51
"Rhynchospora decurrens"	128847.55
"Rhynchospora divergens"	216532.57
"Rhynchospora elliottii"	356086.69
"Rhynchospora eximia"	9138.83
"Rhynchospora fascicularis"	405095.14
"Rhynchospora fernaldii"	108062.02
"Rhynchospora filifolia"	400687.93
"Rhynchospora floridensis"	18821.08
"Rhynchospora fusca"	332567.29
"Rhynchospora galeana"	97010.40
"Rhynchospora globularis"	994537.13
"Rhynchospora glomerata"	992009.42
"Rhynchospora gracilenta"	550509.23
"Rhynchospora grayi"	398881.58
"Rhynchospora harperi"	118850.34
"Rhynchospora harveyi"	494594.95
"Rhynchospora indianolensis"	34646.96
"Rhynchospora inexpansa"	601781.70
"Rhynchospora inundata"	255832.46
"Rhynchospora knieskernii"	9627.48
"Rhynchospora latifolia"	382360.02
"Rhynchospora leptocarpa"	79922.01
"Rhynchospora macra"	115566.96
"Rhynchospora macrostachya"	440971.19
"Rhynchospora marliniana"	17484.07
"Rhynchospora megalocarpa"	245492.79
"Rhynchospora megaplumosa"	11375.92
"Rhynchospora microcarpa"	280256.57
"Rhynchospora microcephala"	367715.37
"Rhynchospora miliacea"	305851.75
"Rhynchospora mixta"	371659.94
"Rhynchospora nitens"	329923.04
"Rhynchospora nivea"	102526.82
"Rhynchospora odorata"	123861.08
"Rhynchospora oligantha"	172689.64
"Rhynchospora pallida"	57894.80
"Rhynchospora perplexa"	324044.60
"Rhynchospora pineticola"	91005.05
"Rhynchospora pinetorum"	75028.38
"Rhynchospora pleiantha"	69567.64
"Rhynchospora plumosa"	418480.01
"Rhynchospora punctata"	9608.75
"Rhynchospora pusilla"	391946.20
"Rhynchospora rariflora"	558880.87
"Rhynchospora recognita"	782573.82
"Rhynchospora saxicola"	55891.28
"Rhynchospora scirpoides"	255883.64
"Rhynchospora solitaria"	11238.44
"Rhynchospora stenophylla"	122041.18
"Rhynchospora thornei"	28960.63
"Rhynchospora torreyana"	169006.41
"Rhynchospora tracyi"	188771.01
"Rhynchospora wrightiana"	268360.68
"Ribes acerifolium"	167341.71
"Ribes amarum"	204427.56
"Ribes americanum"	2093547.61
"Ribes aureum"	3510804.39
"Ribes binominatum"	140210.12
"Ribes bracteosum"	200491.12
"Ribes californicum"	115069.69
"Ribes canthariforme"	10952.72
"Ribes cereum"	2661839.56
"Ribes curvatum"	132596.83
"Ribes cynosbati"	1361640.36
"Ribes divaricatum"	382397.66
"Ribes echinellum"	5790.38
"Ribes erythrocarpum"	75739.52
"Ribes glandulosum"	612133.43
"Ribes hirtellum"	858296.14
"Ribes hudsonianum"	1029788.48
"Ribes indecorum"	134675.01
"Ribes inerme"	1977222.08
"Ribes lacustre"	1634535.79
"Ribes lasianthum"	119245.48
"Ribes laxiflorum"	381783.72
"Ribes leptanthum"	710902.86
"Ribes lobbii"	213461.59
"Ribes malvaceum"	159926.50
"Ribes marshallii"	47918.33
"Ribes menziesii"	178038.03
"Ribes mescalerium"	87910.11
"Ribes missouriense"	1095988.82
"Ribes montigenum"	1773077.77
"Ribes nevadense"	355747.23
"Ribes niveum"	419860.20
"Ribes oxyacanthoides"	1374105.73
"Ribes pinetorum"	316852.19
"Ribes quercetorum"	318351.22
"Ribes roezlii"	384541.12
"Ribes rotundifolium"	272313.94
"Ribes sanguineum"	336914.53
"Ribes sericeum"	23807.17
"Ribes speciosum"	57227.92
"Ribes thacherianum"	6920.71
"Ribes triste"	719126.03
"Ribes tularense"	12554.66
"Ribes velutinum"	936559.00
"Ribes viburnifolium"	23400.08
"Ribes victoris"	21164.61
"Ribes viscosissimum"	1418120.11
"Ribes watsonianum"	70700.68
"Ribes wolfii"	632607.70
"Richardia tricocca"	175199.82
"Rigiopappus leptocladus"	785932.32
"Rivina humilis"	679564.43
"Robinia hispida"	104950.44
"Robinia neomexicana"	694475.67
"Robinia pseudoacacia"	861812.81
"Robinia viscosa"	54235.37
"Roldana hartwegii"	42819.34
"Romanzoffia californica"	121129.89
"Romanzoffia sitchensis"	296407.77
"Romanzoffia thompsonii"	41350.40
"Romanzoffia tracyi"	42350.03
"Romneya coulteri"	28187.44
"Romneya trichocalyx"	65788.67
"Rorippa alpina"	559201.39
"Rorippa aquatica"	378398.39
"Rorippa calycina"	193718.02
"Rorippa columbiae"	169498.03
"Rorippa curvipes"	2339116.02
"Rorippa curvisiliqua"	1454675.52
"Rorippa microtitis"	204514.80
"Rorippa palustris"	5658014.63
"Rorippa ramosa"	22007.79
"Rorippa sessiliflora"	1288694.62
"Rorippa sinuata"	2385479.14
"Rorippa sphaerocarpa"	787017.87
"Rorippa subumbellata"	29778.46
"Rorippa tenerrima"	787022.23
"Rorippa teres"	370184.26
"Rosa acicularis"	1160623.83
"Rosa arkansana"	2127304.06
"Rosa blanda"	1195736.40
"Rosa bridgesii"	179147.74
"Rosa californica"	419014.75
"Rosa carolina"	2386914.19
"Rosa foliolosa"	197613.16
"Rosa gymnocarpa"	775718.31
"Rosa minutifolia"	10952.72
"Rosa nitida"	129533.32
"Rosa nutkana"	1321922.20
"Rosa palustris"	1573874.61
"Rosa pinetorum"	9520.61
"Rosa pisocarpa"	364004.23
"Rosa setigera"	1109993.61
"Rosa spithamea"	199805.49
"Rosa stellata"	234769.35
"Rosa virginiana"	354429.70
"Rosa woodsii"	3332103.70
"Rotala ramosior"	2290153.74
"Roystonea elata"	19568.85
"Rubus aboriginum"	489980.02
"Rubus aculiferus"	9268.94
"Rubus adjacens"	41418.47
"Rubus allegheniensis"	1730109.27
"Rubus alumnus"	339164.39
"Rubus andrewsianus"	18738.06
"Rubus apogaeus"	22623.54
"Rubus aptatus"	5966.06
"Rubus arcticus"	222478.48
"Rubus arenicola"	38600.01
"Rubus argutus"	1548303.68
"Rubus arizonensis"	250440.19
"Rubus arvensis"	46986.51
"Rubus audax"	22748.68
"Rubus baileyanus"	79551.34
"Rubus bartonianus"	45584.94
"Rubus bellobatus"	76471.79
"Rubus bicknellii"	271.15
"Rubus biformispinus"	2626.27
"Rubus bigelovianus"	2196.86
"Rubus blanchardianus"	2071.11
"Rubus boyntonii"	6638.63
"Rubus burnhamii"	4817.87
"Rubus bushii"	142685.67
"Rubus canadensis"	544371.43
"Rubus centralis"	10541.35
"Rubus chamaemorus"	58330.62
"Rubus clarus"	1041.89
"Rubus conanicutensis"	275.57
"Rubus concameratus"	10915.13
"Rubus cubitans"	4088.66
"Rubus cuneifolius"	595885.17
"Rubus curtipes"	74479.91
"Rubus dalibarda"	359391.93
"Rubus deamii"	34079.87
"Rubus defectionis"	2234.88
"Rubus deliciosus"	241560.41
"Rubus densissimus"	11105.27
"Rubus depavitus"	45500.09
"Rubus dissimilis"	15795.12
"Rubus elegantulus"	147819.22
"Rubus exsularis"	25111.39
"Rubus fecundus"	101629.39
"Rubus felix"	8850.60
"Rubus flagellaris"	2348623.38
"Rubus flavinanus"	9846.93
"Rubus fraternalis"	12818.14
"Rubus frondisentis"	6810.68
"Rubus frondosus"	643613.05
"Rubus fryei"	3353.05
"Rubus glandicaulis"	80118.42
"Rubus glaucifolius"	169446.02
"Rubus gnarus"	6170.33
"Rubus grimesii"	10211.58
"Rubus griseus"	886.40
"Rubus gulosus"	9634.08
"Rubus hancinianus"	4484.74
"Rubus hanesii"	1500.63
"Rubus harmonicus"	4308.84
"Rubus heterophyllus"	9713.30
"Rubus hispidus"	1023101.36
"Rubus huttonii"	6589.73
"Rubus hypolasius"	3331.18
"Rubus idaeus"	2978543.69
"Rubus immanis"	36705.87
"Rubus impar"	2081.83
"Rubus insons"	1763.84
"Rubus insulanus"	275.57
"Rubus invisus"	97263.52
"Rubus ithacanus"	205332.45
"Rubus jacens"	6618.68
"Rubus junceus"	44260.42
"Rubus kelloggii"	5199.72
"Rubus kennedyanus"	77333.83
"Rubus largus"	4933.28
"Rubus lasiococcus"	215662.18
"Rubus lawrencei"	11360.68
"Rubus leucodermis"	1228825.24
"Rubus leviculus"	64575.38
"Rubus longii"	22181.81
"Rubus meracus"	133304.38
"Rubus michiganensis"	51446.44
"Rubus missouricus"	60321.94
"Rubus mollior"	121474.22
"Rubus montensis"	19153.60
"Rubus multifer"	106121.50
"Rubus multiformis"	14714.31
"Rubus multispinus"	1915.28
"Rubus navus"	1287.81
"Rubus nefrens"	9492.06
"Rubus neomexicanus"	419368.19
"Rubus nigerrimus"	14462.94
"Rubus nivalis"	176996.98
"Rubus notatus"	35326.47
"Rubus novanglicus"	1763.84
"Rubus noveboracus"	7826.36
"Rubus novocaesarius"	701.15
"Rubus obsessus"	10002.72
"Rubus obvius"	1148.62
"Rubus occidentalis"	2125991.51
"Rubus odoratus"	686186.24
"Rubus oklahomus"	59900.63
"Rubus originalis"	11052.36
"Rubus ortivus"	6869.89
"Rubus ostryifolius"	7330.56
"Rubus paganus"	19022.12
"Rubus paludivagus"	1060.48
"Rubus parlinii"	16183.10
"Rubus particeps"	1943.99
"Rubus particularis"	3536.88
"Rubus parviflorus"	2194740.88
"Rubus pascuus"	56953.48
"Rubus pedatus"	224947.56
"Rubus pensilvanicus"	1213381.08
"Rubus pergratus"	150025.94
"Rubus permixtus"	35115.16
"Rubus persistens"	72406.31
"Rubus perspicuus"	7270.50
"Rubus pervarius"	9404.07
"Rubus philadelphicus"	26678.47
"Rubus plexus"	650.31
"Rubus plicatifolius"	333133.27
"Rubus plus"	6140.88
"Rubus porteri"	18343.88
"Rubus positivus"	1763.84
"Rubus prestonensis"	16185.07
"Rubus probabilis"	46367.93
"Rubus prosper"	275.57
"Rubus provincialis"	8929.01
"Rubus pubescens"	1115028.94
"Rubus pugnax"	16912.80
"Rubus quaesitus"	4255.14
"Rubus racemiger"	6970.88
"Rubus randolphiorum"	50471.49
"Rubus recurvans"	239286.56
"Rubus recurvicaulis"	226330.31
"Rubus regionalis"	83261.20
"Rubus riograndis"	54226.84
"Rubus roribaccus"	247873.96
"Rubus rosa"	248252.10
"Rubus rosarius"	4938.64
"Rubus rossbergianus"	1943.99
"Rubus russeus"	8879.13
"Rubus rydbergianus"	1226.34
"Rubus saltuensis"	1079.39
"Rubus scambens"	2838.05
"Rubus sceleratus"	4739.56
"Rubus schoolcraftianus"	4995.21
"Rubus segnis"	5896.11
"Rubus semisetosus"	75014.65
"Rubus setosus"	420154.07
"Rubus severus"	16089.03
"Rubus sewardianus"	1481.52
"Rubus signatus"	8951.90
"Rubus sons"	25832.01
"Rubus spectabilis"	225382.68
"Rubus spectatus"	54623.75
"Rubus steelei"	168110.54
"Rubus stipulatus"	106523.93
"Rubus suus"	81384.41
"Rubus tardatus"	50928.69
"Rubus tholiformis"	23571.63
"Rubus trifrons"	14913.43
"Rubus trivialis"	1318564.00
"Rubus trux"	23873.18
"Rubus tygartensis"	457.66
"Rubus ucetanus"	2736.08
"Rubus uniformis"	24132.93
"Rubus ursinus"	563956.21
"Rubus uvidus"	15414.13
"Rubus vagus"	5340.55
"Rubus variispinus"	3400.80
"Rubus velox"	2832.31
"Rubus vermontanus"	308054.23
"Rubus vigilis"	1206.01
"Rubus vigoratus"	1318.50
"Rubus whartoniae"	5745.45
"Rubus wheeleri"	156927.90
"Rubus wisconsinensis"	98681.32
"Rudbeckia alpicola"	13797.34
"Rudbeckia auriculata"	30417.40
"Rudbeckia californica"	95926.56
"Rudbeckia fulgida"	878419.27
"Rudbeckia glaucescens"	69362.28
"Rudbeckia graminifolia"	10232.45
"Rudbeckia grandiflora"	345461.16
"Rudbeckia heliopsidis"	33068.08
"Rudbeckia hirta"	4249059.56
"Rudbeckia klamathensis"	46417.16
"Rudbeckia laciniata"	3223306.92
"Rudbeckia maxima"	164337.26
"Rudbeckia missouriensis"	169814.28
"Rudbeckia mohrii"	53742.31
"Rudbeckia mollis"	72937.79
"Rudbeckia montana"	68962.28
"Rudbeckia nitida"	53867.20
"Rudbeckia occidentalis"	990165.44
"Rudbeckia scabrifolia"	22814.16
"Rudbeckia subtomentosa"	556466.73
"Rudbeckia terranigrae"	43744.23
"Rudbeckia texana"	89730.04
"Rudbeckia triloba"	1422397.54
"Ruellia caroliniensis"	1334356.90
"Ruellia corzoi"	61438.20
"Ruellia davisiorum"	36138.71
"Ruellia drummondiana"	55001.19
"Ruellia drushelii"	11896.55
"Ruellia humilis"	1459694.49
"Ruellia malacosperma"	23097.89
"Ruellia metziae"	137238.35
"Ruellia noctiflora"	54058.36
"Ruellia nudiflora"	489551.03
"Ruellia occidentalis"	134101.53
"Ruellia parryi"	122417.84
"Ruellia pedunculata"	470375.22
"Ruellia purshiana"	137297.48
"Ruellia strepens"	1250281.37
"Ruellia yucatana"	120776.75
"Rugelia nudicaulis"	8340.41
"Rumex acetosa"	24052.85
"Rumex altissimus"	2908991.18
"Rumex britannica"	1005963.67
"Rumex californicus"	1295374.48
"Rumex chrysocarpus"	217685.95
"Rumex crassus"	104225.85
"Rumex densiflorus"	267253.18
"Rumex floridanus"	39316.77
"Rumex fueginus"	3219748.11
"Rumex hastatulus"	1171104.85
"Rumex hesperius"	4885.88
"Rumex hymenosepalus"	1458025.28
"Rumex lacustris"	147101.24
"Rumex lapponicus"	123439.46
"Rumex mexicanus"	440468.59
"Rumex nematopodus"	61002.64
"Rumex occidentalis"	2147664.92
"Rumex orthoneurus"	166558.13
"Rumex pallidus"	61818.17
"Rumex paucifolius"	1012757.08
"Rumex persicarioides"	33987.28
"Rumex salicifolius"	904714.50
"Rumex spiralis"	86624.88
"Rumex transitorius"	178553.75
"Rumex triangulivalvis"	3844983.28
"Rumex venosus"	1985492.52
"Rumex verticillatus"	1410562.31
"Rumex violascens"	356185.01
"Rupertia hallii"	11978.58
"Rupertia physodes"	296097.32
"Rupertia rigida"	21354.53
"Ruppia cirrhosa"	1586389.23
"Ruppia maritima"	440891.02
"Sabal etonia"	79059.13
"Sabal mexicana"	24973.80
"Sabal minor"	733137.58
"Sabal palmetto"	168441.46
"Sabatia angularis"	1666179.92
"Sabatia arenicola"	73820.33
"Sabatia arkansana"	1889.70
"Sabatia bartramii"	216249.70
"Sabatia brachiata"	315517.12
"Sabatia brevifolia"	219855.05
"Sabatia calycina"	344613.97
"Sabatia campanulata"	458310.10
"Sabatia campestris"	750017.37
"Sabatia capitata"	46825.55
"Sabatia difformis"	297726.61
"Sabatia dodecandra"	302652.94
"Sabatia formosa"	7593.36
"Sabatia gentianoides"	270486.37
"Sabatia grandiflora"	113647.76
"Sabatia kennedyana"	17636.32
"Sabatia macrophylla"	137146.14
"Sabatia quadrangula"	174012.77
"Sabatia stellaris"	262412.77
"Saccharum alopecuroides"	868590.13
"Saccharum baldwinii"	567812.99
"Saccharum brevibarbe"	814409.38
"Saccharum coarctatum"	216093.30
"Saccharum giganteum"	1108386.87
"Sacciolepis striata"	750541.99
"Sachsia polycephala"	7629.71
"Sacoila lanceolata"	92475.49
"Sacoila squamulosa"	4313.63
"Sageretia minutiflora"	141455.44
"Sageretia wrightii"	176111.35
"Sagina caespitosa"	21429.58
"Sagina decumbens"	1969322.98
"Sagina maxima"	122688.03
"Sagina nivalis"	7879.98
"Sagina nodosa"	32047.46
"Sagina saginoides"	2001126.15
"Sagittaria ambigua"	82390.88
"Sagittaria australis"	473476.18
"Sagittaria brevirostra"	823732.39
"Sagittaria calycina"	1291745.33
"Sagittaria chapmanii"	203173.11
"Sagittaria cristata"	242359.49
"Sagittaria cuneata"	3297804.24
"Sagittaria demersa"	14773.16
"Sagittaria engelmanniana"	165121.91
"Sagittaria fasciculata"	4726.78
"Sagittaria filiformis"	188892.75
"Sagittaria graminea"	1543443.05
"Sagittaria isoetiformis"	172575.05
"Sagittaria kurziana"	48062.90
"Sagittaria lancifolia"	330836.59
"Sagittaria latifolia"	3750403.52
"Sagittaria longiloba"	588369.38
"Sagittaria macrocarpa"	9764.04
"Sagittaria papillosa"	251262.83
"Sagittaria platyphylla"	671784.70
"Sagittaria rigida"	810675.40
"Sagittaria sanfordii"	72343.60
"Sagittaria secundifolia"	7744.22
"Sagittaria spathulata"	78591.26
"Sagittaria subulata"	196969.62
"Sagittaria teres"	24949.26
"Sagittaria weatherbiana"	70109.18
"Sairocarpus cornutus"	173699.15
"Sairocarpus coulterianus"	43593.19
"Sairocarpus kingii"	609575.02
"Sairocarpus multiflorus"	80244.25
"Sairocarpus nuttallianus"	28187.44
"Sairocarpus pusillus"	141733.60
"Sairocarpus subcordatus"	17524.90
"Sairocarpus vexillocalyculatus"	189631.32
"Sairocarpus virga"	21219.70
"Sairocarpus watsonii"	23722.94
"Salazaria mexicana"	455001.13
"Salicornia bigelovii"	236745.02
"Salicornia depressa"	311513.74
"Salicornia maritima"	15052.79
"Salicornia rubra"	1077185.65
"Salix amygdaloides"	3584401.99
"Salix arctica"	36106.94
"Salix arctophila"	11336.12
"Salix argyrocarpa"	16075.68
"Salix arizonica"	104826.91
"Salix barclayi"	453901.13
"Salix barrattiana"	31239.51
"Salix bebbiana"	2948852.32
"Salix bonplandiana"	181431.97
"Salix boothii"	1577228.46
"Salix brachycarpa"	856553.91
"Salix breweri"	63059.25
"Salix calcicola"	14210.56
"Salix candida"	952499.66
"Salix caroliniana"	1045193.22
"Salix cascadensis"	187629.94
"Salix columbiana"	26129.42
"Salix commutata"	417878.55
"Salix cordata"	76205.09
"Salix delnortensis"	27500.27
"Salix discolor"	1509147.12
"Salix drummondiana"	1334023.89
"Salix eastwoodiae"	661917.25
"Salix eriocephala"	1926100.89
"Salix exigua"	3173879.43
"Salix exilifolia"	126150.59
"Salix famelica"	1190351.44
"Salix farriae"	274819.31
"Salix floridana"	47722.46
"Salix geyeriana"	1574223.86
"Salix glauca"	618166.93
"Salix gooddingii"	1287422.03
"Salix herbacea"	25337.25
"Salix hookeriana"	159526.79
"Salix humilis"	2294745.95
"Salix interior"	68660.08
"Salix irrorata"	489088.00
"Salix jepsonii"	243196.96
"Salix laevigata"	768409.03
"Salix lasiandra"	2516695.90
"Salix lasiolepis"	1575472.07
"Salix lemmonii"	917025.77
"Salix ligulifolia"	1023832.61
"Salix lucida"	927415.29
"Salix lutea"	1462431.52
"Salix maccalliana"	59618.78
"Salix melanopsis"	1372828.71
"Salix monochroma"	160553.09
"Salix monticola"	576045.30
"Salix myricoides"	211592.91
"Salix myrtillifolia"	29082.27
"Salix nigra"	3495769.95
"Salix nivalis"	765268.09
"Salix orestera"	398972.03
"Salix pedicellaris"	714102.04
"Salix pellita"	121817.66
"Salix petiolaris"	1055386.12
"Salix petrophila"	785579.55
"Salix planifolia"	1326401.46
"Salix prolixa"	784744.57
"Salix pseudomonticola"	352236.19
"Salix pyrifolia"	375520.64
"Salix reticulata"	17785.60
"Salix rotundifolia"	135889.26
"Salix scouleriana"	2342481.88
"Salix sericea"	1027996.67
"Salix serissima"	571686.15
"Salix sessilifolia"	83052.30
"Salix sitchensis"	512544.19
"Salix thurberi"	62850.78
"Salix tracyi"	6835.22
"Salix tweedyi"	285022.61
"Salix uva-ursi"	38893.73
"Salix vestita"	98131.73
"Salix wolfii"	670842.03
"Saltugilia australis"	114470.85
"Saltugilia caruifolia"	10952.72
"Saltugilia latimeri"	118679.18
"Saltugilia splendens"	67070.21
"Salvia amissa"	59068.23
"Salvia angustifolia"	21830.64
"Salvia apiana"	126273.58
"Salvia arizonica"	83405.46
"Salvia azurea"	1214288.58
"Salvia ballotiflora"	125192.94
"Salvia brandegeei"	6920.71
"Salvia carduacea"	240106.85
"Salvia clevelandii"	44519.20
"Salvia coccinea"	443825.29
"Salvia columbariae"	721218.69
"Salvia dorrii"	980889.20
"Salvia engelmannii"	93784.06
"Salvia eremostachya"	10952.72
"Salvia farinacea"	540238.73
"Salvia funerea"	82847.59
"Salvia greatae"	82680.39
"Salvia greggii"	122078.90
"Salvia henryi"	382603.36
"Salvia lemmonii"	51681.08
"Salvia leptophylla"	5920.34
"Salvia leucophylla"	90545.13
"Salvia lycioides"	100396.23
"Salvia lyrata"	1761623.62
"Salvia mellifera"	116189.34
"Salvia micrantha"	12808.02
"Salvia misella"	79315.22
"Salvia mohavensis"	285267.75
"Salvia munzii"	10952.72
"Salvia occidentalis"	23236.13
"Salvia pachyphylla"	266290.54
"Salvia parryi"	42819.34
"Salvia pentstemonoides"	25176.45
"Salvia pinguifolia"	273484.89
"Salvia reflexa"	2327772.82
"Salvia regla"	15910.30
"Salvia roemeriana"	149799.85
"Salvia serotina"	34046.05
"Salvia sonomensis"	139103.73
"Salvia spathacea"	68348.87
"Salvia subincisa"	415726.89
"Salvia summa"	88934.63
"Salvia texana"	306433.70
"Salvia urticifolia"	308344.28
"Salvia vaseyi"	93633.11
"Salvia whitehousei"	75884.44
"Sambucus nigra"	5628124.65
"Sambucus racemosa"	1966043.12
"Samolus ebracteatus"	648669.94
"Samolus parviflorus"	2721261.60
"Samolus vagans"	42819.34
"Sandbergia perplexa"	92130.58
"Sandbergia whitedii"	45578.98
"Sanguinaria canadensis"	2559306.65
"Sanguisorba canadensis"	530277.32
"Sanguisorba menziesii"	9448.57
"Sanguisorba officinalis"	73309.43
"Sanicula arctopoides"	106299.40
"Sanicula arguta"	149554.68
"Sanicula bipinnata"	241191.58
"Sanicula bipinnatifida"	390458.80
"Sanicula canadensis"	3109786.69
"Sanicula crassicaulis"	440799.67
"Sanicula graveolens"	697494.99
"Sanicula hoffmannii"	26029.86
"Sanicula laciniata"	73115.27
"Sanicula marilandica"	2101487.22
"Sanicula maritima"	18873.01
"Sanicula odorata"	2174494.39
"Sanicula peckiana"	20161.40
"Sanicula saxatilis"	5204.18
"Sanicula smallii"	642705.75
"Sanicula tracyi"	36212.42
"Sanicula trifoliata"	727315.17
"Sanicula tuberosa"	283123.13
"Sanvitalia abertii"	637349.80
"Sanvitalia ocymoides"	29140.62
"Sapindus saponaria"	1291336.07
"Sarcobatus baileyi"	191716.28
"Sarcobatus vermiculatus"	2224353.66
"Sarcocornia ambigua"	177748.54
"Sarcocornia pacifica"	68951.12
"Sarcocornia utahensis"	307181.86
"Sarcodes sanguinea"	258017.34
"Sarracenia alabamensis"	35536.44
"Sarracenia alata"	131574.30
"Sarracenia flava"	251947.79
"Sarracenia jonesii"	7043.73
"Sarracenia leucophylla"	65250.89
"Sarracenia minor"	230988.06
"Sarracenia oreophila"	19108.14
"Sarracenia psittacina"	133660.64
"Sarracenia purpurea"	929892.62
"Sarracenia rosea"	57383.22
"Sarracenia rubra"	161269.90
"Sartwellia flaveriae"	155936.61
"Sassafras albidum"	2290704.56
"Saururus cernuus"	1872100.88
"Saussurea americana"	230314.96
"Saussurea densa"	39214.08
"Saussurea weberi"	62507.77
"Saxifraga adscendens"	426926.28
"Saxifraga aizoides"	27113.54
"Saxifraga austromontana"	908496.31
"Saxifraga caespitosa"	873156.58
"Saxifraga cernua"	528737.01
"Saxifraga chrysantha"	241834.76
"Saxifraga flagellaris"	417456.67
"Saxifraga hirculus"	50273.93
"Saxifraga mertensiana"	473399.55
"Saxifraga oppositifolia"	348592.55
"Saxifraga paniculata"	51101.88
"Saxifraga rivularis"	1009426.79
"Saxifraga tricuspidata"	1436.75
"Saxifraga vespertina"	96627.34
"Saxifragopsis fragarioides"	62637.74
"Scabrethia scabra"	543463.51
"Scaevola plumieri"	45605.79
"Sceptridium biternatum"	1320157.22
"Sceptridium dissectum"	2398239.78
"Sceptridium jenmanii"	71259.39
"Sceptridium lunarioides"	350145.54
"Sceptridium multifidum"	1574356.02
"Sceptridium oneidense"	524529.30
"Sceptridium rugulosum"	202333.41
"Schaefferia cuneifolia"	124966.62
"Schaefferia frutescens"	7629.71
"Schedonnardus paniculatus"	2556494.63
"Scheuchzeria palustris"	790550.02
"Schiedeella arizonica"	153235.94
"Schisandra glabra"	149937.75
"Schistophragma intermedia"	162337.81
"Schizachne purpurascens"	1220339.17
"Schizachyrium cirratum"	291603.30
"Schizachyrium littorale"	127003.10
"Schizachyrium maritimum"	32971.46
"Schizachyrium niveum"	26138.49
"Schizachyrium rhizomatum"	27659.94
"Schizachyrium sanguineum"	441137.82
"Schizachyrium scoparium"	5526375.33
"Schizachyrium spadiceum"	15910.30
"Schizachyrium tenerum"	275500.12
"Schizaea pusilla"	14914.16
"Schkuhria multiflora"	499863.20
"Schkuhria pinnata"	265447.65
"Schoenocaulon dubium"	61065.87
"Schoenocaulon ghiesbreghtii"	76401.22
"Schoenocaulon texanum"	232677.36
"Schoenolirion albiflorum"	82243.16
"Schoenolirion croceum"	194325.75
"Schoenolirion wrightii"	76441.53
"Schoenoplectiella erecta"	75538.57
"Schoenoplectiella hallii"	100636.20
"Schoenoplectiella purshiana"	607141.51
"Schoenoplectiella saximontana"	359449.70
"Schoenoplectiella smithii"	386152.16
"Schoenoplectus acutus"	4607720.03
"Schoenoplectus americanus"	2267293.35
"Schoenoplectus californicus"	896478.88
"Schoenoplectus deltarum"	37239.01
