"Species"	"SumOfkm2"
"Nesaea longipes"	106002.12
"Nestotus stenophyllus"	336708.30
"Nestronia umbellula"	147330.57
"Neurodium lanceolatum"	7629.71
"Nevada holmgrenii"	125150.64
"Neviusia alabamensis"	47219.54
"Neviusia cliftonii"	9989.57
"Nicolletia edwardsii"	37531.29
"Nicolletia occidentalis"	129080.99
"Nicotiana attenuata"	1839583.34
"Nicotiana clevelandii"	329483.33
"Nicotiana obtusifolia"	1042751.95
"Nicotiana quadrivalvis"	450437.36
"Nicotiana repanda"	214017.00
"Nissolia platycalyx"	15910.30
"Nissolia schottii"	50786.34
"Nissolia wislizeni"	15924.34
"Nitrophila mohavensis"	73564.87
"Nitrophila occidentalis"	705771.26
"Noccaea fendleri"	2018511.27
"Noccaea parviflora"	180521.94
"Nolina arenicola"	24257.15
"Nolina atopocarpa"	28203.26
"Nolina bigelovii"	259072.86
"Nolina brittoniana"	27056.36
"Nolina cismontana"	17785.63
"Nolina erumpens"	56034.36
"Nolina georgiana"	61805.17
"Nolina greenei"	148697.09
"Nolina interrata"	10952.72
"Nolina lindheimeriana"	36381.37
"Nolina micrantha"	96478.95
"Nolina microcarpa"	495369.23
"Nolina parryi"	231578.75
"Nolina texana"	292855.25
"Nothocalais alpestris"	340385.36
"Nothocalais cuspidata"	1268576.01
"Nothocalais nigrescens"	386329.39
"Nothocalais troximoides"	790769.32
"Nothochelone nemorosa"	248376.38
"Notholaena aliena"	15910.30
"Notholaena aschenborniana"	97287.88
"Notholaena californica"	266721.42
"Notholaena copelandii"	68602.55
"Notholaena grayi"	100548.08
"Notholaena greggii"	25748.78
"Notholaena lemmonii"	26895.00
"Notholaena nealleyi"	43312.75
"Notholaena neglecta"	54122.36
"Notholaena standleyi"	474045.59
"Notholithocarpus densiflorus"	206012.63
"Nothoscordum bivalve"	2140815.35
"Nuphar advena"	1592365.83
"Nuphar microphylla"	323125.64
"Nuphar polysepala"	1112242.44
"Nuphar sagittifolia"	40325.01
"Nuphar variegata"	1029666.75
"Nuttallanthus canadensis"	1753008.48
"Nuttallanthus floridanus"	107080.58
"Nuttallanthus texanus"	1976234.57
"Nyctaginia capitata"	378625.04
"Nymphaea ampla"	5638.95
"Nymphaea elegans"	134672.27
"Nymphaea jamesoniana"	11549.58
"Nymphaea leibergii"	113865.52
"Nymphaea mexicana"	161843.37
"Nymphaea odorata"	2085434.84
"Nymphaea tetragona"	5510.88
"Nymphoides aquatica"	351151.03
"Nymphoides cordata"	327902.50
"Nyssa aquatica"	672743.60
"Nyssa biflora"	762665.81
"Nyssa ogeche"	110981.27
"Nyssa sylvatica"	2095424.93
"Nyssa ursina"	11668.71
"Obolaria virginica"	707438.71
"Ochroma pyramidale"	2097.31
"Ocimum campechianum"	12808.02
"Oclemena acuminata"	482056.05
"Oclemena nemoralis"	202653.10
"Oclemena reticulata"	161573.83
"Odontosoria clavata"	7629.71
"Odontostomum hartwegii"	73206.48
"Oemleria cerasiformis"	335457.54
"Oenanthe sarmentosa"	412038.85
"Oenothera acutissima"	34272.50
"Oenothera albicaulis"	1868293.51
"Oenothera argillicola"	45482.20
"Oenothera arida"	40024.04
"Oenothera arizonica"	138335.53
"Oenothera berlandieri"	943796.72
"Oenothera biennis"	3226543.99
"Oenothera boquillensis"	25748.78
"Oenothera caespitosa"	2646066.66
"Oenothera calcicola"	157288.47
"Oenothera californica"	556993.87
"Oenothera canescens"	376270.93
"Oenothera cavernae"	221200.48
"Oenothera cinerea"	711843.04
"Oenothera clelandii"	260885.90
"Oenothera coloradensis"	111295.19
"Oenothera coronopifolia"	1116137.10
"Oenothera coryi"	18702.85
"Oenothera curtiflora"	3220330.24
"Oenothera curtissii"	57658.40
"Oenothera deltoides"	963239.96
"Oenothera demareei"	43782.78
"Oenothera drummondii"	61379.85
"Oenothera elata"	2236392.95
"Oenothera engelmannii"	257247.60
"Oenothera falfurriae"	99669.79
"Oenothera filiformis"	1050475.67
"Oenothera filipes"	357694.99
"Oenothera flava"	1590667.30
"Oenothera fruticosa"	1348292.32
"Oenothera gaura"	828462.10
"Oenothera gayleana"	32949.94
"Oenothera glaucifolia"	790946.06
"Oenothera grandiflora"	87636.87
"Oenothera grandis"	937315.42
"Oenothera harringtonii"	40698.97
"Oenothera hartwegii"	1109335.49
"Oenothera havardii"	41673.12
"Oenothera heterophylla"	234142.03
"Oenothera hexandra"	554410.07
"Oenothera howardii"	689834.81
"Oenothera humifusa"	171229.15
"Oenothera jamesii"	196291.72
"Oenothera kunthiana"	205963.37
"Oenothera laciniata"	3097184.18
"Oenothera lavandulifolia"	1345959.53
"Oenothera lindheimeri"	118748.23
"Oenothera linifolia"	704749.15
"Oenothera longissima"	512242.87
"Oenothera macrocarpa"	699005.81
"Oenothera mckelveyae"	74491.50
"Oenothera mexicana"	71832.83
"Oenothera neomexicana"	353517.58
"Oenothera nutans"	293527.01
"Oenothera nuttallii"	1088126.12
"Oenothera oakesiana"	430419.01
"Oenothera organensis"	9879.05
"Oenothera pallida"	2230092.33
"Oenothera parviflora"	874723.12
"Oenothera patriciae"	373566.13
"Oenothera perennis"	935979.99
"Oenothera pilosella"	448896.47
"Oenothera platanorum"	69104.87
"Oenothera primiveris"	699937.16
"Oenothera psammophila"	7767.80
"Oenothera pubescens"	447967.64
"Oenothera rhombipetala"	831885.83
"Oenothera rosea"	152323.00
"Oenothera serrulata"	2302362.54
"Oenothera simulans"	297289.95
"Oenothera sinuosa"	603857.57
"Oenothera spachiana"	272869.21
"Oenothera speciosa"	1289139.07
"Oenothera suffrutescens"	3006198.76
"Oenothera suffulta"	651838.39
"Oenothera tetraptera"	41175.59
"Oenothera texensis"	5920.34
"Oenothera toumeyi"	79967.50
"Oenothera triangulata"	65015.13
"Oenothera triloba"	779485.08
"Oenothera tubicula"	291721.84
"Oenothera villosa"	3658354.65
"Oenothera wolfii"	40453.74
"Oenothera xenogaura"	313680.52
"Oenothera xylocarpa"	64070.59
"Okenia hypogaea"	17366.12
"Oldenlandia boscii"	474427.31
"Oldenlandia uniflora"	724265.03
"Oldenlandiopsis callitrichoides"	5112.39
"Oligomeris linifolia"	626576.51
"Olneya tesota"	237112.84
"Olsynium douglasii"	601486.34
"Omalotheca supina"	20605.06
"Omalotheca sylvatica"	73585.84
"Omphalodes alienoides"	40201.19
"Oncidium ensatum"	12808.02
"Onoclea sensibilis"	3077261.77
"Oonopsis engelmannii"	68114.52
"Oonopsis foliosa"	47315.15
"Oonopsis multicaulis"	148200.98
"Oonopsis wardii"	57993.94
"Operculina pinnatifida"	2270.36
"Ophioglossum californicum"	46006.30
"Ophioglossum crotalophoroides"	719677.25
"Ophioglossum engelmannii"	744262.14
"Ophioglossum nudicaule"	321259.40
"Ophioglossum petiolatum"	445333.65
"Ophioglossum polyphyllum"	88471.94
"Ophioglossum pusillum"	884563.54
"Ophioglossum vulgatum"	1043528.21
"Oplismenus hirtellus"	767223.54
"Oplopanax horridus"	282962.02
"Opuntia abjecta"	2517.32
"Opuntia aciculata"	8730.17
"Opuntia ammophila"	71009.15
"Opuntia atrispina"	40267.25
"Opuntia aurea"	100138.71
"Opuntia aureispina"	15910.30
"Opuntia austrina"	72942.12
"Opuntia basilaris"	496818.79
"Opuntia chisosensis"	15910.30
"Opuntia chlorotica"	475369.04
"Opuntia engelmannii"	872905.00
"Opuntia fragilis"	1586901.78
"Opuntia gosseliniana"	23722.94
"Opuntia humifusa"	1771305.98
"Opuntia laevis"	90173.41
"Opuntia lindheimeri"	357369.94
"Opuntia littoralis"	43593.19
"Opuntia macrocentra"	372570.83
"Opuntia macrorhiza"	2103596.05
"Opuntia martiniana"	156979.50
"Opuntia ochrocentra"	2517.32
"Opuntia oricola"	35108.16
"Opuntia phaeacantha"	1563506.00
"Opuntia pinkavae"	89503.45
"Opuntia polyacantha"	2499647.51
"Opuntia pottsii"	340734.69
"Opuntia pusilla"	54903.27
"Opuntia rufida"	37531.29
"Opuntia santa-rita"	89457.09
"Opuntia stricta"	191584.44
"Opuntia strigil"	43505.23
"Opuntia tortispina"	119929.61
"Orbexilum lupinellum"	142057.59
"Orbexilum macrophyllum"	618.26
"Orbexilum onobrychis"	238122.43
"Orbexilum pedunculatum"	1232603.97
"Orbexilum simplex"	204209.73
"Orbexilum stipulatum"	2389.46
"Orbexilum virgatum"	20336.38
"Orcuttia californica"	26141.89
"Orcuttia inaequalis"	44850.22
"Orcuttia pilosa"	29999.49
"Orcuttia tenuis"	74281.23
"Orcuttia viscida"	2534.01
"Oreocarya aperta"	8693.30
"Oreocarya atwoodii"	83234.72
"Oreocarya bakeri"	264156.92
"Oreocarya barnebyi"	15476.44
"Oreocarya breviflora"	40107.31
"Oreocarya caespitosa"	219929.12
"Oreocarya cana"	253500.32
"Oreocarya capitata"	134280.31
"Oreocarya celosioides"	1391382.15
"Oreocarya compacta"	147607.47
"Oreocarya confertiflora"	582087.56
"Oreocarya crassipes"	15910.30
"Oreocarya creutzfeldtii"	20396.79
"Oreocarya crymophila"	15920.89
"Oreocarya depressa"	271818.72
"Oreocarya elata"	80598.27
"Oreocarya flava"	529851.38
"Oreocarya flavoculata"	927794.91
"Oreocarya fulvocanescens"	523056.18
"Oreocarya grahamii"	20052.57
"Oreocarya hoffmannii"	167259.35
"Oreocarya humilis"	986512.39
"Oreocarya hypsophila"	19694.81
"Oreocarya interrupta"	470092.92
"Oreocarya johnstonii"	17936.48
"Oreocarya jonesiana"	20396.79
"Oreocarya leucophaea"	48441.03
"Oreocarya longiflora"	102175.92
"Oreocarya mensana"	84384.03
"Oreocarya nubigena"	133793.69
"Oreocarya oblata"	220119.23
"Oreocarya ochroleuca"	22049.37
"Oreocarya osterhoutii"	125102.97
"Oreocarya palmeri"	183957.20
"Oreocarya paradoxa"	102121.88
"Oreocarya paysonii"	99939.08
"Oreocarya propria"	104009.91
"Oreocarya revealii"	17847.63
"Oreocarya rollinsii"	102138.21
"Oreocarya roosiorum"	26511.85
"Oreocarya rugulosa"	223333.48
"Oreocarya salmonensis"	24629.12
"Oreocarya schoolcraftii"	90789.02
"Oreocarya semiglabra"	89503.45
"Oreocarya sericea"	219143.68
"Oreocarya setosissima"	394844.62
"Oreocarya sobolifera"	498486.86
"Oreocarya spiculifera"	574728.13
"Oreocarya stricta"	179926.28
"Oreocarya subcapitata"	24053.68
"Oreocarya subretusa"	178253.95
"Oreocarya suffruticosa"	1662126.91
"Oreocarya tenuis"	61522.20
"Oreocarya thompsonii"	52881.70
"Oreocarya thyrsiflora"	499316.34
"Oreocarya tumulosa"	174114.13
"Oreocarya virgata"	152376.98
"Oreocarya virginensis"	371727.91
"Oreocarya weberi"	19052.86
"Oreocarya welshii"	97639.67
"Oreocarya wetherillii"	65373.96
"Oreochrysum parryi"	874022.33
"Oreonana clementis"	75764.57
"Oreonana purpurascens"	12554.66
"Oreonana vestita"	31520.92
"Oreostemma alpigenum"	970815.88
"Oreostemma elatum"	29125.78
"Oreostemma peirsonii"	54645.45
"Oreoxis alpina"	331424.87
"Oreoxis bakeri"	168458.23
"Oreoxis humilis"	6987.64
"Oreoxis trotteri"	34625.88
"Ornithostaphylos oppositifolia"	10952.72
"Orobanche bulbosa"	148166.84
"Orobanche californica"	608354.87
"Orobanche cooperi"	708745.79
"Orobanche corymbosa"	1000689.76
"Orobanche fasciculata"	3113156.02
"Orobanche ludoviciana"	2420009.25
"Orobanche multicaulis"	96291.00
"Orobanche parishii"	174827.04
"Orobanche pinorum"	290462.72
"Orobanche riparia"	165670.36
"Orobanche uniflora"	2863904.70
"Orobanche valida"	123451.68
"Orobanche vallicola"	146939.78
"Orochaenactis thysanocarpha"	60185.63
"Orogenia fusiformis"	117435.27
"Orogenia linearifolia"	753481.21
"Orontium aquaticum"	834967.68
"Orthilia secunda"	2833191.79
"Orthocarpus barbatus"	38019.77
"Orthocarpus bracteosus"	201001.00
"Orthocarpus cuspidatus"	300011.25
"Orthocarpus imbricatus"	148048.55
"Orthocarpus luteus"	2429983.45
"Orthocarpus pachystachyus"	16440.13
"Orthocarpus purpureoalbus"	451939.75
"Orthocarpus tenuifolius"	443809.62
"Orthocarpus tolmiei"	206395.45
"Oryctes nevadensis"	117018.08
"Oryzopsis asperifolia"	1348807.10
"Osmadenia tenella"	49306.56
"Osmorhiza berteroi"	2092613.28
"Osmorhiza bipatriata"	5920.34
"Osmorhiza brachypoda"	205132.60
"Osmorhiza claytonii"	1983431.63
"Osmorhiza depauperata"	1735106.39
"Osmorhiza longistylis"	2665933.29
"Osmorhiza occidentalis"	1545076.22
"Osmorhiza purpurea"	552850.87
"Osmunda claytoniana"	1447894.87
"Osmunda spectabilis"	2548867.29
"Osmundastrum cinnamomeum"	2435299.50
"Ostrya knowltonii"	192452.73
"Ostrya virginiana"	2922318.40
"Oxalis albicans"	616763.73
"Oxalis caerulea"	266946.09
"Oxalis californica"	72911.17
"Oxalis colorea"	271209.38
"Oxalis decaphylla"	308870.05
"Oxalis dichondrifolia"	87242.42
"Oxalis dillenii"	3848426.04
"Oxalis drummondii"	245396.47
"Oxalis frutescens"	21166.51
"Oxalis grandis"	503023.03
"Oxalis illinoensis"	38598.71
"Oxalis intermedia"	342404.95
"Oxalis macrantha"	63056.27
"Oxalis metcalfei"	456092.85
"Oxalis montana"	578210.39
"Oxalis neaei"	38231.14
"Oxalis oregana"	182166.44
"Oxalis pilosa"	266663.84
"Oxalis stricta"	3477416.73
"Oxalis suksdorfii"	99413.65
"Oxalis texana"	183118.21
"Oxalis trilliifolia"	183357.02
"Oxalis violacea"	2638163.24
"Oxybasis glauca"	2035707.63
"Oxybasis rubra"	2440785.38
"Oxycaryum cubense"	137301.21
"Oxydendrum arboreum"	857374.43
"Oxypolis fendleri"	426830.34
"Oxypolis occidentalis"	301235.39
"Oxypolis rigidior"	1368009.29
"Oxypolis ternata"	82671.27
"Oxyria digyna"	1730134.21
"Oxystylis lutea"	168865.92
"Oxytheca dendroidea"	551472.32
"Oxytheca perfoliata"	458017.78
"Oxytheca watsonii"	108549.30
"Oxytropis besseyi"	678533.31
"Oxytropis borealis"	672155.22
"Oxytropis campestris"	939558.89
"Oxytropis deflexa"	751812.29
"Oxytropis lagopus"	491353.69
"Oxytropis lambertii"	2222939.77
"Oxytropis monticola"	423735.87
"Oxytropis multiceps"	257708.22
"Oxytropis nana"	132182.97
"Oxytropis oreophila"	426140.98
"Oxytropis parryi"	455868.84
"Oxytropis podocarpa"	129246.17
"Oxytropis sericea"	1530797.16
"Oxytropis splendens"	490583.83
"Ozomelis diversifolia"	96875.97
"Ozomelis trifida"	452971.15
"Pachysandra procumbens"	205998.45
"Packera anonyma"	925799.22
"Packera antennariifolia"	39366.50
"Packera aurea"	1794057.06
"Packera bernardina"	10401.81
"Packera bolanderi"	142853.58
"Packera breweri"	111086.86
"Packera cana"	2150249.33
"Packera cardamine"	33055.74
"Packera castoreus"	8639.65
"Packera clevelandii"	14368.80
"Packera contermina"	80991.53
"Packera crocata"	338492.33
"Packera cynthioides"	143249.67
"Packera debilis"	231695.79
"Packera dimorphophylla"	672284.64
"Packera eurycephala"	151999.11
"Packera fendleri"	590931.71
"Packera flettii"	47543.34
"Packera franciscana"	48318.62
"Packera ganderi"	10952.72
"Packera glabella"	1420226.55
"Packera greenei"	53585.90
"Packera hartiana"	401922.27
"Packera hesperia"	11060.14
"Packera heterophylla"	176364.52
"Packera hyperborealis"	7879.98
"Packera indecora"	290639.69
"Packera insulae-regalis"	1436.75
"Packera ionophylla"	36308.29
"Packera layneae"	20059.00
"Packera macounii"	120713.91
"Packera malmstenii"	32684.63
"Packera mancosana"	2781.11
"Packera millefolium"	18735.40
"Packera millelobata"	55926.27
"Packera multilobata"	1297800.12
"Packera musiniensis"	9151.58
"Packera neomexicana"	517944.47
"Packera obovata"	1395017.97
"Packera pauciflora"	391848.28
"Packera paupercula"	1951801.38
"Packera plattensis"	2141394.20
"Packera porteri"	39469.89
"Packera pseudaurea"	1729314.82
"Packera quercetorum"	211438.45
"Packera sanguisorboides"	118132.91
"Packera schweinitziana"	165170.11
"Packera serpenticola"	571.66
"Packera spellenbergii"	15426.49
"Packera streptanthifolia"	1590905.44
"Packera subnuda"	739550.43
"Packera tampicana"	614329.97
"Packera texensis"	9999.88
"Packera thurberi"	1042839.59
"Packera tomentosa"	464799.16
"Packera werneriifolia"	1004060.12
"Paeonia brownii"	789117.39
"Paeonia californica"	51994.62
"Palafoxia arida"	316744.67
"Palafoxia callosa"	415416.48
"Palafoxia feayi"	82580.06
"Palafoxia hookeriana"	143085.15
"Palafoxia integrifolia"	127865.92
"Palafoxia reverchonii"	44958.19
"Palafoxia riograndensis"	25748.78
"Palafoxia rosea"	627147.91
"Palafoxia sphacelata"	778014.01
"Palafoxia texana"	144592.53
"Palhinhaea cernua"	235518.70
"Palmerella debilis"	51994.62
"Panax quinquefolius"	1846315.81
"Panax trifolius"	833528.23
"Panicum amarum"	246870.44
"Panicum brachyanthum"	266805.62
"Panicum capillare"	6285933.88
"Panicum capillarioides"	92022.30
"Panicum dichotomiflorum"	3119089.49
"Panicum diffusum"	251178.22
"Panicum flexile"	743921.18
"Panicum ghiesbreghtii"	11353.96
"Panicum hallii"	1224275.71
"Panicum havardii"	78410.11
"Panicum hillmanii"	287471.69
"Panicum hirsutum"	6388.75
"Panicum hirticaule"	816714.63
"Panicum lacustre"	5178.30
"Panicum lithophilum"	12082.21
"Panicum mohavense"	126384.21
"Panicum philadelphicum"	1439530.67
"Panicum trichoides"	4944.81
"Panicum urvilleanum"	142059.56
"Panicum verrucosum"	901510.75
"Panicum virgatum"	4933361.83
"Papaver californicum"	87090.50
"Papaver coloradense"	209779.70
"Papaver heterophyllum"	146626.58
"Papaver pygmaeum"	36420.59
"Pappophorum bicolor"	208012.05
"Pappophorum vaginatum"	329123.37
"Pappostipa speciosa"	1042231.32
"Parathelypteris nevadensis"	173137.98
"Parathelypteris noveboracensis"	1302659.70
"Parathelypteris simulata"	249621.86
"Parietaria floridana"	211893.83
"Parietaria obtusa"	667200.16
"Parietaria pensylvanica"	4834413.86
"Parietaria praetermissa"	123193.41
"Parkinsonia aculeata"	75827.65
"Parkinsonia florida"	316741.16
"Parkinsonia microphylla"	223882.78
"Parkinsonia texana"	83319.61
"Parnassia asarifolia"	137103.25
"Parnassia caroliniana"	25508.32
"Parnassia cirrata"	331014.01
"Parnassia fimbriata"	1186804.32
"Parnassia glauca"	682081.75
"Parnassia grandifolia"	137460.00
"Parnassia kotzebuei"	293218.81
"Parnassia palustris"	874072.72
"Parnassia parviflora"	1138466.22
"Paronychia ahartii"	21968.16
"Paronychia americana"	134936.48
"Paronychia argyrocoma"	90184.12
"Paronychia baldwinii"	234382.19
"Paronychia canadensis"	1116293.44
"Paronychia chartacea"	22719.73
"Paronychia congesta"	2960.73
"Paronychia depressa"	325477.47
"Paronychia drummondii"	189356.19
"Paronychia erecta"	46672.96
"Paronychia fastigiata"	1007101.33
"Paronychia herniarioides"	100642.99
"Paronychia jamesii"	1069639.92
"Paronychia jonesii"	15139.62
"Paronychia lindheimeri"	74283.50
"Paronychia maccartii"	8730.17
"Paronychia montana"	80369.58
"Paronychia monticola"	47623.82
"Paronychia patula"	104256.72
"Paronychia pulvinata"	192106.20
"Paronychia rugelii"	64408.93
"Paronychia sessiliflora"	1508503.85
"Paronychia setacea"	45192.37
"Paronychia virginica"	198055.47
"Paronychia wilkinsonii"	15910.30
"Parrya rydbergii"	92601.35
"Parryella filifolia"	260200.52
"Parthenice mollis"	42819.34
"Parthenium alpinum"	111022.26
"Parthenium argentatum"	44251.86
"Parthenium auriculatum"	55861.72
"Parthenium confertum"	515998.20
"Parthenium incanum"	619539.04
"Parthenium integrifolium"	1052427.03
"Parthenium ligulatum"	75073.11
"Parthenocissus heptaphylla"	108876.17
"Parthenocissus inserta"	2922904.67
"Parthenocissus quinquefolia"	3364205.42
"Pascopyrum smithii"	3904244.42
"Paspalidium geminatum"	283277.30
"Paspalum acuminatum"	73642.61
"Paspalum bifidum"	334374.77
"Paspalum blodgettii"	21397.30
"Paspalum boscianum"	690855.56
"Paspalum botterii"	309096.88
"Paspalum caespitosum"	61811.23
"Paspalum conjugatum"	168384.54
"Paspalum denticulatum"	185227.16
"Paspalum dissectum"	397302.56
"Paspalum distichum"	2410046.64
"Paspalum floridanum"	1527116.75
"Paspalum hartwegianum"	97592.91
"Paspalum laeve"	1813937.45
"Paspalum minus"	79236.70
"Paspalum monostachyum"	109980.78
"Paspalum orbiculatum"	206.66
"Paspalum plicatulum"	587569.28
"Paspalum praecox"	505539.96
"Paspalum pubiflorum"	1293103.01
"Paspalum repens"	879402.84
"Paspalum setaceum"	3361139.75
"Paspalum unispicatum"	7278.87
"Paspalum vaginatum"	243246.31
"Paspalum virgatum"	14473.74
"Paspalum virletii"	19096.40
"Paspalum wrightii"	13029.19
"Passiflora affinis"	97012.66
"Passiflora arizonica"	26895.00
"Passiflora bryonioides"	26895.00
"Passiflora ciliata"	8730.17
"Passiflora filipes"	6388.75
"Passiflora foetida"	77025.28
"Passiflora incarnata"	1630972.22
"Passiflora lutea"	1766164.83
"Passiflora mexicana"	68820.07
"Passiflora multiflora"	7629.71
"Passiflora pallens"	15951.68
"Passiflora sexflora"	5112.39
"Passiflora suberosa"	96903.38
"Passiflora tenuiloba"	219611.80
"Patis racemosa"	771883.76
"Pavonia lasiopetala"	45958.21
"Pavonia paludicola"	12808.02
"Pavonia spinifex"	18581.28
"Paxistima canbyi"	43088.06
"Paxistima myrsinites"	1576349.01
"Paysonia auriculata"	90930.12
"Paysonia densipila"	22717.31
"Paysonia grandiflora"	160796.72
"Paysonia lasiocarpa"	91649.95
"Paysonia lescurii"	14277.15
"Paysonia lyrata"	5154.56
"Paysonia perforata"	1515.09
"Paysonia stonensis"	1616.76
"Pecluma dispersa"	25477.59
"Pecluma plumula"	48344.11
"Pecluma ptilodon"	79977.97
"Pectiantia breweri"	528695.67
"Pectiantia ovalis"	176323.32
"Pectiantia pentandra"	1348313.50
"Pectis angustifolia"	947194.87
"Pectis cylindrica"	169748.39
"Pectis filipes"	204993.39
"Pectis glaucescens"	35379.91
"Pectis imberbis"	42819.34
